en	meaning_en	target_lang	translation	gender	ui_lang	trick_text_en	trick_text_translated	status
affair	matter; event; relationship; business	fr	affaire	f	fr			empty
affair	matter; event; relationship; business	fr	affaire	f	hi			empty
affair	matter; event; relationship; business	fr	affaire	f	it			empty
affair	matter; event; relationship; business	fr	affaire	f	ja			empty
affair	matter; event; relationship; business	fr	affaire	f	pt			empty
affair	matter; event; relationship; business	fr	affaire	f	ru			empty
affair	matter; event; relationship; business	fr	affaire	f	zh			empty
affair	matter; event; relationship; business	hi	मामला	m	ar			empty
affair	matter; event; relationship; business	hi	मामला	m	de			empty
affair	matter; event; relationship; business	hi	मामला	m	en			empty
affair	matter; event; relationship; business	hi	मामला	m	es			empty
affair	matter; event; relationship; business	hi	मामला	m	fr			empty
affair	matter; event; relationship; business	hi	मामला	m	hi			empty
affair	matter; event; relationship; business	hi	मामला	m	it			empty
affair	matter; event; relationship; business	hi	मामला	m	ja			empty
affair	matter; event; relationship; business	hi	मामला	m	pt			empty
affair	matter; event; relationship; business	hi	मामला	m	ru			empty
affair	matter; event; relationship; business	hi	मामला	m	zh			empty
affair	matter; event; relationship; business	it	affare	m	ar			empty
affair	matter; event; relationship; business	it	affare	m	de			empty
affair	matter; event; relationship; business	it	affare	m	en			empty
affair	matter; event; relationship; business	it	affare	m	es			empty
affair	matter; event; relationship; business	it	affare	m	fr			empty
affair	matter; event; relationship; business	it	affare	m	hi			empty
affair	matter; event; relationship; business	it	affare	m	it			empty
affair	matter; event; relationship; business	it	affare	m	ja			empty
affair	matter; event; relationship; business	it	affare	m	pt			empty
affair	matter; event; relationship; business	it	affare	m	ru			empty
affair	matter; event; relationship; business	it	affare	m	zh			empty
affair	matter; event; relationship; business	pt	assunto	m	ar			empty
affair	matter; event; relationship; business	pt	assunto	m	de			empty
affair	matter; event; relationship; business	pt	assunto	m	en			empty
affair	matter; event; relationship; business	pt	assunto	m	es			empty
affair	matter; event; relationship; business	pt	assunto	m	fr			empty
affair	matter; event; relationship; business	pt	assunto	m	hi			empty
affair	matter; event; relationship; business	pt	assunto	m	it			empty
affair	matter; event; relationship; business	pt	assunto	m	ja			empty
affair	matter; event; relationship; business	pt	assunto	m	pt			empty
affair	matter; event; relationship; business	pt	assunto	m	ru			empty
affair	matter; event; relationship; business	pt	assunto	m	zh			empty
affair	matter; event; relationship; business	ru	дело	n	ar			empty
affair	matter; event; relationship; business	ru	дело	n	de			empty
affair	matter; event; relationship; business	ru	дело	n	en			empty
affair	matter; event; relationship; business	ru	дело	n	es			empty
affair	matter; event; relationship; business	ru	дело	n	fr			empty
affair	matter; event; relationship; business	ru	дело	n	hi			empty
affair	matter; event; relationship; business	ru	дело	n	it			empty
affair	matter; event; relationship; business	ru	дело	n	ja			empty
affair	matter; event; relationship; business	ru	дело	n	pt			empty
affair	matter; event; relationship; business	ru	дело	n	ru			empty
affair	matter; event; relationship; business	ru	дело	n	zh			empty
affinity	natural liking; attraction; relationship	ar	قرب	m	ar			empty
affinity	natural liking; attraction; relationship	ar	قرب	m	de			empty
affinity	natural liking; attraction; relationship	ar	قرب	m	en			empty
affinity	natural liking; attraction; relationship	ar	قرب	m	es			empty
affinity	natural liking; attraction; relationship	ar	قرب	m	fr			empty
affinity	natural liking; attraction; relationship	ar	قرب	m	hi			empty
affinity	natural liking; attraction; relationship	ar	قرب	m	it			empty
affinity	natural liking; attraction; relationship	ar	قرب	m	ja			empty
affinity	natural liking; attraction; relationship	ar	قرب	m	pt			empty
affinity	natural liking; attraction; relationship	ar	قرب	m	ru			empty
affinity	natural liking; attraction; relationship	ar	قرب	m	zh			empty
affinity	natural liking; attraction; relationship	de	Affinität	f	ar			empty
affinity	natural liking; attraction; relationship	de	Affinität	f	de			empty
affinity	natural liking; attraction; relationship	de	Affinität	f	en			empty
affinity	natural liking; attraction; relationship	de	Affinität	f	es			empty
affinity	natural liking; attraction; relationship	de	Affinität	f	fr			empty
affinity	natural liking; attraction; relationship	de	Affinität	f	hi			empty
affinity	natural liking; attraction; relationship	de	Affinität	f	it			empty
affinity	natural liking; attraction; relationship	de	Affinität	f	ja			empty
affinity	natural liking; attraction; relationship	de	Affinität	f	pt			empty
affinity	natural liking; attraction; relationship	de	Affinität	f	ru			empty
affinity	natural liking; attraction; relationship	de	Affinität	f	zh			empty
affinity	natural liking; attraction; relationship	es	afinidad	f	ar			empty
affinity	natural liking; attraction; relationship	es	afinidad	f	de			empty
affinity	natural liking; attraction; relationship	es	afinidad	f	en			empty
affinity	natural liking; attraction; relationship	es	afinidad	f	es			empty
affinity	natural liking; attraction; relationship	es	afinidad	f	fr			empty
affinity	natural liking; attraction; relationship	es	afinidad	f	hi			empty
affinity	natural liking; attraction; relationship	es	afinidad	f	it			empty
affinity	natural liking; attraction; relationship	es	afinidad	f	ja			empty
affinity	natural liking; attraction; relationship	es	afinidad	f	pt			empty
affinity	natural liking; attraction; relationship	es	afinidad	f	ru			empty
affinity	natural liking; attraction; relationship	es	afinidad	f	zh			empty
affinity	natural liking; attraction; relationship	fr	affinité	f	ar			empty
affinity	natural liking; attraction; relationship	fr	affinité	f	de			empty
affinity	natural liking; attraction; relationship	fr	affinité	f	en			empty
affinity	natural liking; attraction; relationship	fr	affinité	f	es			empty
affinity	natural liking; attraction; relationship	fr	affinité	f	fr			empty
affinity	natural liking; attraction; relationship	fr	affinité	f	hi			empty
affinity	natural liking; attraction; relationship	fr	affinité	f	it			empty
affinity	natural liking; attraction; relationship	fr	affinité	f	ja			empty
affinity	natural liking; attraction; relationship	fr	affinité	f	pt			empty
affinity	natural liking; attraction; relationship	fr	affinité	f	ru			empty
affinity	natural liking; attraction; relationship	fr	affinité	f	zh			empty
affinity	natural liking; attraction; relationship	hi	सादृश्य	m	ar			empty
affinity	natural liking; attraction; relationship	hi	सादृश्य	m	de			empty
affinity	natural liking; attraction; relationship	hi	सादृश्य	m	en			empty
affinity	natural liking; attraction; relationship	hi	सादृश्य	m	es			empty
affinity	natural liking; attraction; relationship	hi	सादृश्य	m	fr			empty
affinity	natural liking; attraction; relationship	hi	सादृश्य	m	hi			empty
affinity	natural liking; attraction; relationship	hi	सादृश्य	m	it			empty
affinity	natural liking; attraction; relationship	hi	सादृश्य	m	ja			empty
affinity	natural liking; attraction; relationship	hi	सादृश्य	m	pt			empty
affinity	natural liking; attraction; relationship	hi	सादृश्य	m	ru			empty
affinity	natural liking; attraction; relationship	hi	सादृश्य	m	zh			empty
affinity	natural liking; attraction; relationship	it	affinità	f	ar			empty
affinity	natural liking; attraction; relationship	it	affinità	f	de			empty
affinity	natural liking; attraction; relationship	it	affinità	f	en			empty
affinity	natural liking; attraction; relationship	it	affinità	f	es			empty
affinity	natural liking; attraction; relationship	it	affinità	f	fr			empty
affinity	natural liking; attraction; relationship	it	affinità	f	hi			empty
affinity	natural liking; attraction; relationship	it	affinità	f	it			empty
affinity	natural liking; attraction; relationship	it	affinità	f	ja			empty
affinity	natural liking; attraction; relationship	it	affinità	f	pt			empty
affinity	natural liking; attraction; relationship	it	affinità	f	ru			empty
affinity	natural liking; attraction; relationship	it	affinità	f	zh			empty
affinity	natural liking; attraction; relationship	pt	afinidade	f	ar			empty
affinity	natural liking; attraction; relationship	pt	afinidade	f	de			empty
affinity	natural liking; attraction; relationship	pt	afinidade	f	en			empty
affinity	natural liking; attraction; relationship	pt	afinidade	f	es			empty
affinity	natural liking; attraction; relationship	pt	afinidade	f	fr			empty
affinity	natural liking; attraction; relationship	pt	afinidade	f	hi			empty
affinity	natural liking; attraction; relationship	pt	afinidade	f	it			empty
affinity	natural liking; attraction; relationship	pt	afinidade	f	ja			empty
affinity	natural liking; attraction; relationship	pt	afinidade	f	pt			empty
affinity	natural liking; attraction; relationship	pt	afinidade	f	ru			empty
affinity	natural liking; attraction; relationship	pt	afinidade	f	zh			empty
affinity	natural liking; attraction; relationship	ru	сродство	n	ar			empty
affinity	natural liking; attraction; relationship	ru	сродство	n	de			empty
affinity	natural liking; attraction; relationship	ru	сродство	n	en			empty
affinity	natural liking; attraction; relationship	ru	сродство	n	es			empty
affinity	natural liking; attraction; relationship	ru	сродство	n	fr			empty
affinity	natural liking; attraction; relationship	ru	сродство	n	hi			empty
affinity	natural liking; attraction; relationship	ru	сродство	n	it			empty
affinity	natural liking; attraction; relationship	ru	сродство	n	ja			empty
affinity	natural liking; attraction; relationship	ru	сродство	n	pt			empty
affinity	natural liking; attraction; relationship	ru	сродство	n	ru			empty
affinity	natural liking; attraction; relationship	ru	сродство	n	zh			empty
age	length of life; era; period; maturity	ar	عمر	m	ar			empty
age	length of life; era; period; maturity	ar	عمر	m	de			empty
age	length of life; era; period; maturity	ar	عمر	m	en			empty
age	length of life; era; period; maturity	ar	عمر	m	es			empty
age	length of life; era; period; maturity	ar	عمر	m	fr			empty
age	length of life; era; period; maturity	ar	عمر	m	hi			empty
age	length of life; era; period; maturity	ar	عمر	m	it			empty
age	length of life; era; period; maturity	ar	عمر	m	ja			empty
age	length of life; era; period; maturity	ar	عمر	m	pt			empty
age	length of life; era; period; maturity	ar	عمر	m	ru			empty
age	length of life; era; period; maturity	ar	عمر	m	zh			empty
age	length of life; era; period; maturity	de	Alter	n	ar			empty
age	length of life; era; period; maturity	de	Alter	n	de			empty
age	length of life; era; period; maturity	de	Alter	n	en			empty
age	length of life; era; period; maturity	de	Alter	n	es			empty
age	length of life; era; period; maturity	de	Alter	n	fr			empty
age	length of life; era; period; maturity	de	Alter	n	hi			empty
age	length of life; era; period; maturity	de	Alter	n	it			empty
age	length of life; era; period; maturity	de	Alter	n	ja			empty
age	length of life; era; period; maturity	de	Alter	n	pt			empty
age	length of life; era; period; maturity	de	Alter	n	ru			empty
age	length of life; era; period; maturity	de	Alter	n	zh			empty
age	length of life; era; period; maturity	es	edad	f	ar			empty
age	length of life; era; period; maturity	es	edad	f	de			empty
age	length of life; era; period; maturity	es	edad	f	en			empty
age	length of life; era; period; maturity	es	edad	f	es			empty
age	length of life; era; period; maturity	es	edad	f	fr			empty
age	length of life; era; period; maturity	es	edad	f	hi			empty
age	length of life; era; period; maturity	es	edad	f	it			empty
age	length of life; era; period; maturity	es	edad	f	ja			empty
age	length of life; era; period; maturity	es	edad	f	pt			empty
age	length of life; era; period; maturity	es	edad	f	ru			empty
age	length of life; era; period; maturity	es	edad	f	zh			empty
age	length of life; era; period; maturity	fr	âge	m	ar			empty
age	length of life; era; period; maturity	fr	âge	m	de			empty
age	length of life; era; period; maturity	fr	âge	m	en			empty
age	length of life; era; period; maturity	fr	âge	m	es			empty
age	length of life; era; period; maturity	fr	âge	m	fr			empty
age	length of life; era; period; maturity	fr	âge	m	hi			empty
age	length of life; era; period; maturity	fr	âge	m	it			empty
age	length of life; era; period; maturity	fr	âge	m	ja			empty
age	length of life; era; period; maturity	fr	âge	m	pt			empty
age	length of life; era; period; maturity	fr	âge	m	ru			empty
age	length of life; era; period; maturity	fr	âge	m	zh			empty
age	length of life; era; period; maturity	hi	उम्र	f	ar			empty
age	length of life; era; period; maturity	hi	उम्र	f	de			empty
age	length of life; era; period; maturity	hi	उम्र	f	en			empty
age	length of life; era; period; maturity	hi	उम्र	f	es			empty
age	length of life; era; period; maturity	hi	उम्र	f	fr			empty
age	length of life; era; period; maturity	hi	उम्र	f	hi			empty
age	length of life; era; period; maturity	hi	उम्र	f	it			empty
age	length of life; era; period; maturity	hi	उम्र	f	ja			empty
age	length of life; era; period; maturity	hi	उम्र	f	pt			empty
age	length of life; era; period; maturity	hi	उम्र	f	ru			empty
age	length of life; era; period; maturity	hi	उम्र	f	zh			empty
age	length of life; era; period; maturity	it	età	f	ar			empty
age	length of life; era; period; maturity	it	età	f	de			empty
age	length of life; era; period; maturity	it	età	f	en			empty
age	length of life; era; period; maturity	it	età	f	es			empty
age	length of life; era; period; maturity	it	età	f	fr			empty
age	length of life; era; period; maturity	it	età	f	hi			empty
age	length of life; era; period; maturity	it	età	f	it			empty
age	length of life; era; period; maturity	it	età	f	ja			empty
age	length of life; era; period; maturity	it	età	f	pt			empty
age	length of life; era; period; maturity	it	età	f	ru			empty
age	length of life; era; period; maturity	it	età	f	zh			empty
age	length of life; era; period; maturity	pt	idade	f	ar			empty
age	length of life; era; period; maturity	pt	idade	f	de			empty
age	length of life; era; period; maturity	pt	idade	f	en			empty
age	length of life; era; period; maturity	pt	idade	f	es			empty
age	length of life; era; period; maturity	pt	idade	f	fr			empty
age	length of life; era; period; maturity	pt	idade	f	hi			empty
age	length of life; era; period; maturity	pt	idade	f	it			empty
age	length of life; era; period; maturity	pt	idade	f	ja			empty
age	length of life; era; period; maturity	pt	idade	f	pt			empty
age	length of life; era; period; maturity	pt	idade	f	ru			empty
age	length of life; era; period; maturity	pt	idade	f	zh			empty
age	length of life; era; period; maturity	ru	возраст	m	ar			empty
age	length of life; era; period; maturity	ru	возраст	m	de			empty
age	length of life; era; period; maturity	ru	возраст	m	en			empty
age	length of life; era; period; maturity	ru	возраст	m	es			empty
age	length of life; era; period; maturity	ru	возраст	m	fr			empty
age	length of life; era; period; maturity	ru	возраст	m	hi			empty
age	length of life; era; period; maturity	ru	возраст	m	it			empty
age	length of life; era; period; maturity	ru	возраст	m	ja			empty
age	length of life; era; period; maturity	ru	возраст	m	pt			empty
age	length of life; era; period; maturity	ru	возраст	m	ru			empty
age	length of life; era; period; maturity	ru	возраст	m	zh			empty
agency	organization providing services; action; power	ar	وكالة	f	ar			empty
agency	organization providing services; action; power	ar	وكالة	f	de			empty
agency	organization providing services; action; power	ar	وكالة	f	en			empty
agency	organization providing services; action; power	ar	وكالة	f	es			empty
agency	organization providing services; action; power	ar	وكالة	f	fr			empty
agency	organization providing services; action; power	ar	وكالة	f	hi			empty
agency	organization providing services; action; power	ar	وكالة	f	it			empty
agency	organization providing services; action; power	ar	وكالة	f	ja			empty
agency	organization providing services; action; power	ar	وكالة	f	pt			empty
agency	organization providing services; action; power	ar	وكالة	f	ru			empty
agency	organization providing services; action; power	ar	وكالة	f	zh			empty
agency	organization providing services; action; power	de	Agentur	f	ar			empty
agency	organization providing services; action; power	de	Agentur	f	de			empty
agency	organization providing services; action; power	de	Agentur	f	en			empty
agency	organization providing services; action; power	de	Agentur	f	es			empty
agency	organization providing services; action; power	de	Agentur	f	fr			empty
agency	organization providing services; action; power	de	Agentur	f	hi			empty
agency	organization providing services; action; power	de	Agentur	f	it			empty
agency	organization providing services; action; power	de	Agentur	f	ja			empty
agency	organization providing services; action; power	de	Agentur	f	pt			empty
agency	organization providing services; action; power	de	Agentur	f	ru			empty
agency	organization providing services; action; power	de	Agentur	f	zh			empty
agency	organization providing services; action; power	es	agencia	f	ar			empty
agency	organization providing services; action; power	es	agencia	f	de			empty
agency	organization providing services; action; power	es	agencia	f	en			empty
agency	organization providing services; action; power	es	agencia	f	es			empty
agency	organization providing services; action; power	es	agencia	f	fr			empty
agency	organization providing services; action; power	es	agencia	f	hi			empty
agency	organization providing services; action; power	es	agencia	f	it			empty
agency	organization providing services; action; power	es	agencia	f	ja			empty
agency	organization providing services; action; power	es	agencia	f	pt			empty
agency	organization providing services; action; power	es	agencia	f	ru			empty
agency	organization providing services; action; power	es	agencia	f	zh			empty
agency	organization providing services; action; power	fr	agence	f	ar			empty
agency	organization providing services; action; power	fr	agence	f	de			empty
agency	organization providing services; action; power	fr	agence	f	en			empty
agency	organization providing services; action; power	fr	agence	f	es			empty
agency	organization providing services; action; power	fr	agence	f	fr			empty
agency	organization providing services; action; power	fr	agence	f	hi			empty
agency	organization providing services; action; power	fr	agence	f	it			empty
agency	organization providing services; action; power	fr	agence	f	ja			empty
agency	organization providing services; action; power	fr	agence	f	pt			empty
agency	organization providing services; action; power	fr	agence	f	ru			empty
agency	organization providing services; action; power	fr	agence	f	zh			empty
agency	organization providing services; action; power	hi	एजेंसी	f	ar			empty
agency	organization providing services; action; power	hi	एजेंसी	f	de			empty
agency	organization providing services; action; power	hi	एजेंसी	f	en			empty
agency	organization providing services; action; power	hi	एजेंसी	f	es			empty
agency	organization providing services; action; power	hi	एजेंसी	f	fr			empty
agency	organization providing services; action; power	hi	एजेंसी	f	hi			empty
agency	organization providing services; action; power	hi	एजेंसी	f	it			empty
agency	organization providing services; action; power	hi	एजेंसी	f	ja			empty
agency	organization providing services; action; power	hi	एजेंसी	f	pt			empty
agency	organization providing services; action; power	hi	एजेंसी	f	ru			empty
agency	organization providing services; action; power	hi	एजेंसी	f	zh			empty
agency	organization providing services; action; power	it	agenzia	f	ar			empty
agency	organization providing services; action; power	it	agenzia	f	de			empty
agency	organization providing services; action; power	it	agenzia	f	en			empty
agency	organization providing services; action; power	it	agenzia	f	es			empty
agency	organization providing services; action; power	it	agenzia	f	fr			empty
agency	organization providing services; action; power	it	agenzia	f	hi			empty
agency	organization providing services; action; power	it	agenzia	f	it			empty
agency	organization providing services; action; power	it	agenzia	f	ja			empty
agency	organization providing services; action; power	it	agenzia	f	pt			empty
agency	organization providing services; action; power	it	agenzia	f	ru			empty
agency	organization providing services; action; power	it	agenzia	f	zh			empty
agency	organization providing services; action; power	pt	agência	f	ar			empty
agency	organization providing services; action; power	pt	agência	f	de			empty
agency	organization providing services; action; power	pt	agência	f	en			empty
agency	organization providing services; action; power	pt	agência	f	es			empty
agency	organization providing services; action; power	pt	agência	f	fr			empty
agency	organization providing services; action; power	pt	agência	f	hi			empty
agency	organization providing services; action; power	pt	agência	f	it			empty
agency	organization providing services; action; power	pt	agência	f	ja			empty
agency	organization providing services; action; power	pt	agência	f	pt			empty
agency	organization providing services; action; power	pt	agência	f	ru			empty
agency	organization providing services; action; power	pt	agência	f	zh			empty
agency	organization providing services; action; power	ru	агентство	n	ar			empty
agency	organization providing services; action; power	ru	агентство	n	de			empty
agency	organization providing services; action; power	ru	агентство	n	en			empty
agency	organization providing services; action; power	ru	агентство	n	es			empty
agency	organization providing services; action; power	ru	агентство	n	fr			empty
agency	organization providing services; action; power	ru	агентство	n	hi			empty
agency	organization providing services; action; power	ru	агентство	n	it			empty
agency	organization providing services; action; power	ru	агентство	n	ja			empty
agency	organization providing services; action; power	ru	агентство	n	pt			empty
agency	organization providing services; action; power	ru	агентство	n	ru			empty
agency	organization providing services; action; power	ru	агентство	n	zh			empty
agenda	list of items to be discussed; program	ar	جدول أعمال	m	ar			empty
agenda	list of items to be discussed; program	ar	جدول أعمال	m	de			empty
agenda	list of items to be discussed; program	ar	جدول أعمال	m	en			empty
agenda	list of items to be discussed; program	ar	جدول أعمال	m	es			empty
agenda	list of items to be discussed; program	ar	جدول أعمال	m	fr			empty
agenda	list of items to be discussed; program	ar	جدول أعمال	m	hi			empty
agenda	list of items to be discussed; program	ar	جدول أعمال	m	it			empty
agenda	list of items to be discussed; program	ar	جدول أعمال	m	ja			empty
agenda	list of items to be discussed; program	ar	جدول أعمال	m	pt			empty
agenda	list of items to be discussed; program	ar	جدول أعمال	m	ru			empty
agenda	list of items to be discussed; program	ar	جدول أعمال	m	zh			empty
agenda	list of items to be discussed; program	de	Tagesordnung	f	ar			empty
agenda	list of items to be discussed; program	de	Tagesordnung	f	de			empty
agenda	list of items to be discussed; program	de	Tagesordnung	f	en			empty
agenda	list of items to be discussed; program	de	Tagesordnung	f	es			empty
agenda	list of items to be discussed; program	de	Tagesordnung	f	fr			empty
agenda	list of items to be discussed; program	de	Tagesordnung	f	hi			empty
agenda	list of items to be discussed; program	de	Tagesordnung	f	it			empty
agenda	list of items to be discussed; program	de	Tagesordnung	f	ja			empty
agenda	list of items to be discussed; program	de	Tagesordnung	f	pt			empty
agenda	list of items to be discussed; program	de	Tagesordnung	f	ru			empty
agenda	list of items to be discussed; program	de	Tagesordnung	f	zh			empty
agenda	list of items to be discussed; program	es	agenda	f	ar			empty
agenda	list of items to be discussed; program	es	agenda	f	de			empty
agenda	list of items to be discussed; program	es	agenda	f	en			empty
agenda	list of items to be discussed; program	es	agenda	f	es			empty
agenda	list of items to be discussed; program	es	agenda	f	fr			empty
agenda	list of items to be discussed; program	es	agenda	f	hi			empty
agenda	list of items to be discussed; program	es	agenda	f	it			empty
agenda	list of items to be discussed; program	es	agenda	f	ja			empty
agenda	list of items to be discussed; program	es	agenda	f	pt			empty
agenda	list of items to be discussed; program	es	agenda	f	ru			empty
agenda	list of items to be discussed; program	es	agenda	f	zh			empty
agenda	list of items to be discussed; program	fr	ordre du jour	m	ar			empty
agenda	list of items to be discussed; program	fr	ordre du jour	m	de			empty
agenda	list of items to be discussed; program	fr	ordre du jour	m	en			empty
agenda	list of items to be discussed; program	fr	ordre du jour	m	es			empty
agenda	list of items to be discussed; program	fr	ordre du jour	m	fr			empty
agenda	list of items to be discussed; program	fr	ordre du jour	m	hi			empty
agenda	list of items to be discussed; program	fr	ordre du jour	m	it			empty
agenda	list of items to be discussed; program	fr	ordre du jour	m	ja			empty
agenda	list of items to be discussed; program	fr	ordre du jour	m	pt			empty
agenda	list of items to be discussed; program	fr	ordre du jour	m	ru			empty
agenda	list of items to be discussed; program	fr	ordre du jour	m	zh			empty
agenda	list of items to be discussed; program	hi	कार्यसूची	f	ar			empty
agenda	list of items to be discussed; program	hi	कार्यसूची	f	de			empty
agenda	list of items to be discussed; program	hi	कार्यसूची	f	en			empty
agenda	list of items to be discussed; program	hi	कार्यसूची	f	es			empty
agenda	list of items to be discussed; program	hi	कार्यसूची	f	fr			empty
agenda	list of items to be discussed; program	hi	कार्यसूची	f	hi			empty
agenda	list of items to be discussed; program	hi	कार्यसूची	f	it			empty
agenda	list of items to be discussed; program	hi	कार्यसूची	f	ja			empty
agenda	list of items to be discussed; program	hi	कार्यसूची	f	pt			empty
agenda	list of items to be discussed; program	hi	कार्यसूची	f	ru			empty
agenda	list of items to be discussed; program	hi	कार्यसूची	f	zh			empty
agenda	list of items to be discussed; program	it	agenda	f	ar			empty
agenda	list of items to be discussed; program	it	agenda	f	de			empty
agenda	list of items to be discussed; program	it	agenda	f	en			empty
agenda	list of items to be discussed; program	it	agenda	f	es			empty
agenda	list of items to be discussed; program	it	agenda	f	fr			empty
agenda	list of items to be discussed; program	it	agenda	f	hi			empty
agenda	list of items to be discussed; program	it	agenda	f	it			empty
agenda	list of items to be discussed; program	it	agenda	f	ja			empty
agenda	list of items to be discussed; program	it	agenda	f	pt			empty
agenda	list of items to be discussed; program	it	agenda	f	ru			empty
agenda	list of items to be discussed; program	it	agenda	f	zh			empty
agenda	list of items to be discussed; program	pt	agenda	f	ar			empty
agenda	list of items to be discussed; program	pt	agenda	f	de			empty
agenda	list of items to be discussed; program	pt	agenda	f	en			empty
agenda	list of items to be discussed; program	pt	agenda	f	es			empty
agenda	list of items to be discussed; program	pt	agenda	f	fr			empty
agenda	list of items to be discussed; program	pt	agenda	f	hi			empty
agenda	list of items to be discussed; program	pt	agenda	f	it			empty
agenda	list of items to be discussed; program	pt	agenda	f	ja			empty
agenda	list of items to be discussed; program	pt	agenda	f	pt			empty
agenda	list of items to be discussed; program	pt	agenda	f	ru			empty
agenda	list of items to be discussed; program	pt	agenda	f	zh			empty
agenda	list of items to be discussed; program	ru	повестка дня	f	ar			empty
agenda	list of items to be discussed; program	ru	повестка дня	f	de			empty
agenda	list of items to be discussed; program	ru	повестка дня	f	en			empty
agenda	list of items to be discussed; program	ru	повестка дня	f	es			empty
agenda	list of items to be discussed; program	ru	повестка дня	f	fr			empty
agenda	list of items to be discussed; program	ru	повестка дня	f	hi			empty
agenda	list of items to be discussed; program	ru	повестка дня	f	it			empty
agenda	list of items to be discussed; program	ru	повестка дня	f	ja			empty
agenda	list of items to be discussed; program	ru	повестка дня	f	pt			empty
agenda	list of items to be discussed; program	ru	повестка дня	f	ru			empty
agenda	list of items to be discussed; program	ru	повестка дня	f	zh			empty
agent	representative; spy; factor; broker	ar	وكيل	m	ar			empty
agent	representative; spy; factor; broker	ar	وكيل	m	de			empty
agent	representative; spy; factor; broker	ar	وكيل	m	en			empty
agent	representative; spy; factor; broker	ar	وكيل	m	es			empty
agent	representative; spy; factor; broker	ar	وكيل	m	fr			empty
agent	representative; spy; factor; broker	ar	وكيل	m	hi			empty
agent	representative; spy; factor; broker	ar	وكيل	m	it			empty
agent	representative; spy; factor; broker	ar	وكيل	m	ja			empty
agent	representative; spy; factor; broker	ar	وكيل	m	pt			empty
agent	representative; spy; factor; broker	ar	وكيل	m	ru			empty
agent	representative; spy; factor; broker	ar	وكيل	m	zh			empty
agent	representative; spy; factor; broker	de	Agent	m	ar			empty
agent	representative; spy; factor; broker	de	Agent	m	de			empty
agent	representative; spy; factor; broker	de	Agent	m	en			empty
agent	representative; spy; factor; broker	de	Agent	m	es			empty
agent	representative; spy; factor; broker	de	Agent	m	fr			empty
agent	representative; spy; factor; broker	de	Agent	m	hi			empty
agent	representative; spy; factor; broker	de	Agent	m	it			empty
agent	representative; spy; factor; broker	de	Agent	m	ja			empty
agent	representative; spy; factor; broker	de	Agent	m	pt			empty
agent	representative; spy; factor; broker	de	Agent	m	ru			empty
agent	representative; spy; factor; broker	de	Agent	m	zh			empty
agent	representative; spy; factor; broker	es	agente	m	ar			empty
agent	representative; spy; factor; broker	es	agente	m	de			empty
agent	representative; spy; factor; broker	es	agente	m	en			empty
agent	representative; spy; factor; broker	es	agente	m	es			empty
agent	representative; spy; factor; broker	es	agente	m	fr			empty
agent	representative; spy; factor; broker	es	agente	m	hi			empty
agent	representative; spy; factor; broker	es	agente	m	it			empty
agent	representative; spy; factor; broker	es	agente	m	ja			empty
agent	representative; spy; factor; broker	es	agente	m	pt			empty
agent	representative; spy; factor; broker	es	agente	m	ru			empty
agent	representative; spy; factor; broker	es	agente	m	zh			empty
agent	representative; spy; factor; broker	fr	agent	m	ar			empty
agent	representative; spy; factor; broker	fr	agent	m	de			empty
agent	representative; spy; factor; broker	fr	agent	m	en			empty
agent	representative; spy; factor; broker	fr	agent	m	es			empty
agent	representative; spy; factor; broker	fr	agent	m	fr			empty
agent	representative; spy; factor; broker	fr	agent	m	hi			empty
agent	representative; spy; factor; broker	fr	agent	m	it			empty
agent	representative; spy; factor; broker	fr	agent	m	ja			empty
agent	representative; spy; factor; broker	fr	agent	m	pt			empty
agent	representative; spy; factor; broker	fr	agent	m	ru			empty
agent	representative; spy; factor; broker	fr	agent	m	zh			empty
agent	representative; spy; factor; broker	hi	एजेंट	m	ar			empty
agent	representative; spy; factor; broker	hi	एजेंट	m	de			empty
agent	representative; spy; factor; broker	hi	एजेंट	m	en			empty
agent	representative; spy; factor; broker	hi	एजेंट	m	es			empty
agent	representative; spy; factor; broker	hi	एजेंट	m	fr			empty
agent	representative; spy; factor; broker	hi	एजेंट	m	hi			empty
agent	representative; spy; factor; broker	hi	एजेंट	m	it			empty
agent	representative; spy; factor; broker	hi	एजेंट	m	ja			empty
agent	representative; spy; factor; broker	hi	एजेंट	m	pt			empty
agent	representative; spy; factor; broker	hi	एजेंट	m	ru			empty
agent	representative; spy; factor; broker	hi	एजेंट	m	zh			empty
agent	representative; spy; factor; broker	it	agente	m	ar			empty
agent	representative; spy; factor; broker	it	agente	m	de			empty
agent	representative; spy; factor; broker	it	agente	m	en			empty
agent	representative; spy; factor; broker	it	agente	m	es			empty
agent	representative; spy; factor; broker	it	agente	m	fr			empty
agent	representative; spy; factor; broker	it	agente	m	hi			empty
agent	representative; spy; factor; broker	it	agente	m	it			empty
agent	representative; spy; factor; broker	it	agente	m	ja			empty
agent	representative; spy; factor; broker	it	agente	m	pt			empty
agent	representative; spy; factor; broker	it	agente	m	ru			empty
agent	representative; spy; factor; broker	it	agente	m	zh			empty
agent	representative; spy; factor; broker	pt	agente	m	ar			empty
agent	representative; spy; factor; broker	pt	agente	m	de			empty
agent	representative; spy; factor; broker	pt	agente	m	en			empty
agent	representative; spy; factor; broker	pt	agente	m	es			empty
