en	lang	translation	gender	meaning_translation
canal	es			
canal	it	canal	m	
canal	pt	canal	m	
canal	ru			
canal	ar			
canal	hi			
canal	ja			
canal	zh			
canary	fr	canari	m	
canary	de			
canary	es			
canary	it	giallo	m	
canary	pt	canario	m	
canary	ru			
canary	ar			
canary	hi			
canary	ja			
canary	zh			
cancel	fr	annulation	f	
cancel	de			
cancel	es			
cancel	it	segno	m	
cancel	pt	cancelamento	m	
cancel	ru			
cancel	ar			
cancel	hi			
cancel	ja			
cancel	zh			
cancellation	fr	annulation	f	
cancellation	de			
cancellation	es			
cancellation	it	atto	m	
cancellation	pt	cancelamento	m	
cancellation	ru			
cancellation	ar			
cancellation	hi			
cancellation	ja			
cancellation	zh			
cancer	fr	cancer	m	
cancer	de			
cancer	es			
cancer	it	malattia	f	
cancer	pt	câncer	m	
cancer	ru			
cancer	ar			
cancer	hi			
cancer	ja			
cancer	zh			
candidate	fr	candidat	m	
candidate	de			
candidate	es			
candidate	it	candidate	m	
candidate	pt	candidato	m	
candidate	ru			
candidate	ar			
candidate	hi			
candidate	ja			
candidate	zh			
candle	fr	bougie	f	
candle	de			
candle	es			
candle	it	luce	f	
candle	pt	vela	f	
candle	ru			
candle	ar			
candle	hi			
candle	ja			
candle	zh			
candy	fr	bonbon	m	
candy	de			
candy	es			
candy	it	candy	m	
candy	pt	doce	m	
candy	ru			
candy	ar			
candy	hi			
candy	ja			
candy	zh			
cane	fr	canne	f	
cane	de			
cane	es			
cane	it	cane	m	
cane	pt	bengala	f	
cane	ru			
cane	ar			
cane	hi			
cane	ja			
cane	zh			
canoe	fr	canoë	m	
canoe	de			
canoe	es			
canoe	it	barca	f	
canoe	pt	canoa	f	
canoe	ru			
canoe	ar			
canoe	hi			
canoe	ja			
canoe	zh			
canon	fr	canon	m	
canon	de			
canon	es			
canon	it	chiesa	f	
canon	pt	cânone	m	
canon	ru			
canon	ar			
canon	hi			
canon	ja			
canon	zh			
canopy	fr	baldaquin	m	
canopy	de			
canopy	es			
canopy	it	canopy	m	
canopy	pt	toldo	m	
canopy	ru			
canopy	ar			
canopy	hi			
canopy	ja			
canopy	zh			
canvas	fr	toile	f	
canvas	de			
canvas	es			
canvas	it	pittura	f	
canvas	pt	tela	f	
canvas	ru			
canvas	ar			
canvas	hi			
canvas	ja			
canvas	zh			
canyon	fr	canyon	m	
canyon	de			
canyon	es			
canyon	it	valle	f	
canyon	pt	canyon	m	
canyon	ru			
canyon	ar			
canyon	hi			
canyon	ja			
canyon	zh			
cap	fr	casquette	f	
cap	de			
cap	es			
cap	it	cap	m	
cap	pt	boné	m	
cap	ru			
cap	ar			
cap	hi			
cap	ja			
cap	zh			
capability	fr	capacité	f	
capability	de			
capability	es			
capability	it	capacità	f	
capability	pt	capacidade	f	
capability	ru			
capability	ar			
capability	hi			
capability	ja			
capability	zh			
capacitance	fr	capacité	f	
capacitance	de			
capacitance	es			
capacitance	it	capacità	f	
capacitance	pt	capacitância	f	
capacitance	ru			
capacitance	ar			
capacitance	hi			
capacitance	ja			
capacitance	zh			
capacity	fr	capacité	f	
capacity	de			
capacity	es			
capacity	it	volume	m	
capacity	pt	capacidade	f	
capacity	ru			
capacity	ar			
capacity	hi			
capacity	ja			
capacity	zh			
cape	fr	cape	f	
cape	de			
cape	es			
cape	it	cape	m	
cape	pt	capa	f	
cape	ru			
cape	ar			
cape	hi			
cape	ja			
cape	zh			
capital	fr	capitale	f	
capital	de			
capital	es			
capital	it	capital	m	
capital	pt	capital	m	
capital	ru			
capital	ar			
capital	hi			
capital	ja			
capital	zh			
capitalism	fr	capitalisme	m	
capitalism	de			
capitalism	es			
capitalism	it	sistema	m	
capitalism	pt	capitalismo	m	
capitalism	ru			
capitalism	ar			
capitalism	hi			
capitalism	ja			
capitalism	zh			
captain	fr	capitaine	m	
captain	de			
captain	es			
captain	it	leader	m	
captain	pt	capitão	m	
captain	ru			
captain	ar			
captain	hi			
captain	ja			
captain	zh			
capture	fr	capture	f	
capture	de			
capture	es			
capture	it	cattura	f	
capture	pt	captura	f	
capture	ru			
capture	ar			
capture	hi			
capture	ja			
capture	zh			
car	fr	voiture	f	
car	de			
car	es			
car	it	auto	f	
car	pt	carro	m	
car	ru			
car	ar			
car	hi			
car	ja			
car	zh			
carbon	fr	carbone	m	
carbon	de			
carbon	es			
carbon	it	elemento	m	
carbon	pt	carbono	m	
carbon	ru			
carbon	ar			
carbon	hi			
carbon	ja			
carbon	zh			
card	fr	carte	f	
card	de			
card	es			
card	it	card	m	
card	pt	cartaão	m	
card	ru			
card	ar			
card	hi			
card	ja			
card	zh			
cardinal	fr	cardinal	m	
cardinal	de			
cardinal	es			
cardinal	it	cardinal	m	
cardinal	pt	cardeal	m	
cardinal	ru			
cardinal	ar			
cardinal	hi			
cardinal	ja			
cardinal	zh			
care	fr	soin	m	
care	de			
care	es			
care	it	attenzione	f	
care	pt	cuidado	m	
care	ru			
care	ar			
care	hi			
care	ja			
care	zh			
career	fr	carrière	f	
career	de			
career	es			
career	it	attore	m	
career	pt	carreira	f	
career	ru			
career	ar			
career	hi			
career	ja			
career	zh			
cargo	fr	cargaison	f	
cargo	de			
cargo	es			
cargo	it	trasporto merci	m	
cargo	pt	carga	f	
cargo	ru			
cargo	ar			
cargo	hi			
cargo	ja			
cargo	zh			
caricature	fr	caricature	f	
caricature	de			
caricature	es			
caricature	it	disegno	m	
caricature	pt	caricatura	f	
caricature	ru			
caricature	ar			
caricature	hi			
caricature	ja			
caricature	zh			
carnation	fr	œillet	m	
carnation	de			
carnation	es			
carnation	it	rosa	m	
carnation	pt	cravo	m	
carnation	ru			
carnation	ar			
carnation	hi			
carnation	ja			
carnation	zh			
carnival	fr	carnaval	m	
carnival	de			
carnival	es			
carnival	it	carnival	m	
carnival	pt	carnaval	m	
carnival	ru			
carnival	ar			
carnival	hi			
carnival	ja			
carnival	zh			
carol	fr	chant	m	
carol	de			
carol	es			
carol	it	canzone	f	
carol	pt	cântico natalino	m	
carol	ru			
carol	ar			
carol	hi			
carol	ja			
carol	zh			
carp	fr	carpe	f	
carp	de			
carp	es			
carp	it	pesce	m	
carp	pt	carpa	f	
carp	ru			
carp	ar			
carp	hi			
carp	ja			
carp	zh			
carpet	fr	tapis	m	
carpet	de			
carpet	es			
carpet	it	carpet	m	
carpet	pt	tapete	m	
carpet	ru			
carpet	ar			
carpet	hi			
carpet	ja			
carpet	zh			
carriage	fr	voiture	f	
carriage	de			
carriage	es			
carriage	it	veicolo	m	
carriage	pt	carruagem	f	
carriage	ru			
carriage	ar			
carriage	hi			
carriage	ja			
carriage	zh			
carrier	fr	transporteur	m	
carrier	de			
carrier	es			
carrier	it	carrier	m	
carrier	pt	portador	m	
carrier	ru			
carrier	ar			
carrier	hi			
carrier	ja			
carrier	zh			
carrot	fr	carotte	f	
carrot	de			
carrot	es			
carrot	it	arancione	m	
carrot	pt	cenoura	f	
carrot	ru			
carrot	ar			
carrot	hi			
carrot	ja			
carrot	zh			
cartoon	fr	dessin	m	
cartoon	de			
cartoon	es			
cartoon	it	film	m	
cartoon	pt	desenho animado	m	
cartoon	ru			
cartoon	ar			
cartoon	hi			
cartoon	ja			
cartoon	zh			
case	fr	cas	m	
case	de			
case	es			
case	it	situazione	f	
case	pt	caso	m	
case	ru			
case	ar			
case	hi			
case	ja			
case	zh			
cash	fr	espèces	f	
cash	de			
cash	es			
cash	it	cash	m	
cash	pt	dinheiro	m	
cash	ru			
cash	ar			
cash	hi			
cash	ja			
cash	zh			
cast	fr	distribution	f	
cast	de			
cast	es			
cast	it	lancio	m	
cast	pt	lançar	m	
cast	ru			
cast	ar			
cast	hi			
cast	ja			
cast	zh			
caste	fr	caste	f	
caste	de			
caste	es			
caste	it	classe	f	
caste	pt	casta	f	
caste	ru			
caste	ar			
caste	hi			
caste	ja			
caste	zh			
casting	fr	casting	m	
casting	de			
casting	es			
casting	it	casting	m	
casting	pt	casting	m	
casting	ru			
casting	ar			
casting	hi			
casting	ja			
casting	zh			
castle	fr	château	m	
castle	de			
castle	es			
castle	it	castle	m	
castle	pt	castelo	m	
castle	ru			
castle	ar			
castle	hi			
castle	ja			
castle	zh			
casual	fr	décontracté	m	
casual	de			
casual	es			
casual	it	casual	m	
casual	pt	casual	m	
casual	ru			
casual	ar			
casual	hi			
casual	ja			
casual	zh			
cat	fr	chat	m	
cat	de			
cat	es			
cat	it	gatto	m	
cat	pt	gato	m	
cat	ru			
cat	ar			
cat	hi			
cat	ja			
cat	zh			
catalog	fr	catalogue	m	
catalog	de			
catalog	es			
catalog	it	lista	f	
catalog	pt	catálogo	m	
catalog	ru			
catalog	ar			
catalog	hi			
catalog	ja			
catalog	zh			
catalyst	fr	catalyseur	m	
catalyst	de			
catalyst	es			
catalyst	it	acido	m	
catalyst	pt	catalisador	m	
catalyst	ru			
catalyst	ar			
catalyst	hi			
catalyst	ja			
catalyst	zh			
catch	fr	prise	f	
catch	de			
catch	es			
catch	it	cattura	f	
catch	pt	pegar	m	
catch	ru			
catch	ar			
catch	hi			
catch	ja			
catch	zh			
category	fr	catégorie	f	
category	de			
category	es			
category	it	classe	f	
category	pt	categoria	f	
category	ru			
category	ar			
category	hi			
category	ja			
category	zh			
caterpillar	fr	chenille	f	
caterpillar	de			
caterpillar	es			
caterpillar	it	caterpillar	m	
caterpillar	pt	lagarta	f	
caterpillar	ru			
caterpillar	ar			
caterpillar	hi			
caterpillar	ja			
caterpillar	zh			
cathedral	fr	cathédrale	f	
cathedral	de			
cathedral	es			
cathedral	it	chiesa	f	
cathedral	pt	catedral	m	
cathedral	ru			
cathedral	ar			
cathedral	hi			
cathedral	ja			
cathedral	zh			
catholic	fr	catholique	m	
catholic	de			
catholic	es			
catholic	it	membro	m	
catholic	pt	católico	m	
catholic	ru			
catholic	ar			
catholic	hi			
catholic	ja			
catholic	zh			
cattle	fr	bétail	m	
cattle	de			
cattle	es			
cattle	it	cattle	m	
cattle	pt	gado	m	
cattle	ru			
cattle	ar			
cattle	hi			
cattle	ja			
cattle	zh			
cauliflower	fr	chou-fleur	m	
cauliflower	de			
cauliflower	es			
cauliflower	it	bianco	m	
cauliflower	pt	couve-flor	m	
cauliflower	ru			
cauliflower	ar			
cauliflower	hi			
cauliflower	ja			
cauliflower	zh			
cause	fr	cause	f	
cause	de			
cause	es			
cause	it	ragione	f	
cause	pt	causa	f	
cause	ru			
cause	ar			
cause	hi			
cause	ja			
cause	zh			
caution	fr	prudence	f	
caution	de			
caution	es			
caution	it	cauzione	f	
caution	pt	cauteção	f	
caution	ru			
caution	ar			
caution	hi			
caution	ja			
caution	zh			
cavalry	fr	cavalerie	f	
cavalry	de			
cavalry	es			
cavalry	it	cavalry	m	
cavalry	pt	cavalaria	f	
cavalry	ru			
cavalry	ar			
cavalry	hi			
cavalry	ja			
cavalry	zh			
cave	fr	grotte	f	
cave	de			
cave	es			
cave	it	grotta	f	
cave	pt	caverna	f	
cave	ru			
cave	ar			
cave	hi			
cave	ja			
cave	zh			
ceasefire	fr	cessez-le-feu	m	
ceasefire	de			
ceasefire	es			
ceasefire	it	fermata	f	
ceasefire	pt	cessaar-fogo	m	
ceasefire	ru			
ceasefire	ar			
ceasefire	hi			
ceasefire	ja			
ceasefire	zh			
cedar	fr	cèdre	m	
cedar	de			
cedar	es			
cedar	it	tipo	m	
cedar	pt	cedro	m	
cedar	ru			
cedar	ar			
cedar	hi			
cedar	ja			
cedar	zh			
ceiling	fr	plafond	m	
ceiling	de			
ceiling	es			
ceiling	it	tetto	m	
ceiling	pt	teto	m	
ceiling	ru			
ceiling	ar			
ceiling	hi			
ceiling	ja			
ceiling	zh			
celebration	fr	célébration	f	
celebration	de			
celebration	es			
celebration	it	partito	m	
celebration	pt	celebração	f	
celebration	ru			
celebration	ar			
celebration	hi			
celebration	ja			
celebration	zh			
celebrity	fr	célébrité	f	
celebrity	de			
celebrity	es			
celebrity	it	conoscente	m	
celebrity	pt	celebridade	f	
celebrity	ru			
celebrity	ar			
celebrity	hi			
celebrity	ja			
celebrity	zh			
celery	fr	céleri	m	
celery	de			
celery	es			
celery	it	verde	m	
celery	pt	salsao	m	
celery	ru			
celery	ar			
celery	hi			
celery	ja			
celery	zh			
cell	fr	cellule	f	
cell	de			
cell	es			
cell	it	alloggio	m	
cell	pt	célula	f	
cell	ru			
cell	ar			
cell	hi			
cell	ja			
cell	zh			
cellar	fr	cave	f	
cellar	de			
cellar	es			
cellar	it	cellar	m	
cellar	pt	porão	m	
cellar	ru			
cellar	ar			
cellar	hi			
cellar	ja			
cellar	zh			
cello	fr	violoncelle	m	
cello	de			
cello	es			
cello	it	cello	m	
cello	pt	violoncelo	m	
cello	ru			
cello	ar			
cello	hi			
cello	ja			
cello	zh			
cement	fr	ciment	m	
cement	de			
cement	es			
cement	it	edificio	m	
cement	pt	cimento	m	
cement	ru			
cement	ar			
cement	hi			
cement	ja			
cement	zh			
censor	fr	censeur	m	
censor	de			
censor	es			
censor	it	conoscente	m	
censor	pt	censor	m	
censor	ru			
censor	ar			
censor	hi			
censor	ja			
censor	zh			
censorship	fr	censure	f	
censorship	de			
censorship	es			
censorship	it	discorso	m	
censorship	pt	censura	f	
censorship	ru			
censorship	ar			
censorship	hi			
censorship	ja			
censorship	zh			
census	fr	recensement	m	
census	de			
census	es			
census	it	census	m	
census	pt	censo	m	
census	ru			
census	ar			
census	hi			
census	ja			
census	zh			
cent	fr	cent	m	
cent	de			
cent	es			
cent	it	cent	m	
cent	pt	centavo	m	
cent	ru			
cent	ar			
cent	hi			
cent	ja			
cent	zh			
center	fr	centre	m	
center	de			
center	es			
center	it	mezzo	m	
center	pt	centro	m	
center	ru			
center	ar			
center	hi			
center	ja			
center	zh			
centimeter	fr	centimètre	m	
centimeter	de			
centimeter	es			
centimeter	it	lunghezza	f	
centimeter	pt	centímetro	m	
centimeter	ru			
centimeter	ar			
centimeter	hi			
centimeter	ja			
centimeter	zh			
century	fr	siècle	m	
century	de			
century	es			
century	it	century	m	
century	pt	século	m	
century	ru			
century	ar			
century	hi			
century	ja			
century	zh			
cereal	fr	céréale	f	
cereal	de			
cereal	es			
cereal	it	cibo	m	
cereal	pt	cereal	m	
cereal	ru			
cereal	ar			
cereal	hi			
cereal	ja			
cereal	zh			
ceremonial	fr	cérémonial	m	
ceremonial	de			
ceremonial	es			
ceremonial	it	ceremonial	m	
ceremonial	pt	cerimonial	m	
ceremonial	ru			
ceremonial	ar			
ceremonial	hi			
ceremonial	ja			
ceremonial	zh			
ceremony	fr	cérémonie	f	
ceremony	de			
ceremony	es			
ceremony	it	ceremony	m	
ceremony	pt	cerimônia	f	
ceremony	ru			
ceremony	ar			
ceremony	hi			
ceremony	ja			
ceremony	zh			
certainty	fr	certitude	f	
certainty	de			
certainty	es			
certainty	it	cosa	f	
certainty	pt	certeza	f	
certainty	ru			
certainty	ar			
certainty	hi			
certainty	ja			
certainty	zh			
certificate	fr	certificat	m	
certificate	de			
certificate	es			
certificate	it	certificate	m	
certificate	pt	certificado	m	
certificate	ru			
certificate	ar			
certificate	hi			
certificate	ja			
certificate	zh			
chain	fr	chaîne	f	
chain	de			
chain	es			
chain	it	catena	f	
chain	pt	corrente	f	
chain	ru			
chain	ar			
chain	hi			
chain	ja			
chain	zh			
chair	fr	chaise	f	
chair	de			
chair	es			
chair	it	sedile	m	
chair	pt	cadeira	f	
chair	ru			
chair	ar			
chair	hi			
chair	ja			
chair	zh			
chairman	fr	président	m	
chairman	de			
chairman	es			
chairman	it	leader	m	
chairman	pt	presidente	m	
chairman	ru			
chairman	ar			
chairman	hi			
chairman	ja			
chairman	zh			
chalk	fr	craie	f	
chalk	de			
chalk	es			
chalk	it	scrittura	f	
chalk	pt	giz	m	
chalk	ru			
chalk	ar			
chalk	hi			
chalk	ja			
chalk	zh			
challenge	fr	défi	m	
challenge	de			
challenge	es			
challenge	it	difficoltà	f	
challenge	pt	desafio	m	
challenge	ru			
challenge	ar			
challenge	hi			
challenge	ja			
challenge	zh			
chamber	fr	chambre	f	
chamber	de			
chamber	es			
chamber	it	alloggio	m	
chamber	pt	câmara	f	
chamber	ru			
chamber	ar			
chamber	hi			
chamber	ja			
chamber	zh			
champagne	fr	champagne	m	
champagne	de			
champagne	es			
champagne	it	vino	m	
champagne	pt	champanhe	m	
champagne	ru			
champagne	ar			
champagne	hi			
champagne	ja			
champagne	zh			
champion	fr	champion	m	
champion	de			
champion	es			
champion	it	champion	m	
champion	pt	campeão	m	
champion	ru			
champion	ar			
champion	hi			
champion	ja			
champion	zh			
championship	fr	championnat	m	
championship	de			
championship	es			
championship	it	competizione	f	
championship	pt	campeonato	m	
championship	ru			
championship	ar			
championship	hi			
championship	ja			
championship	zh			
chance	fr	chance	f	
chance	de			
chance	es			
chance	it	opportunità	f	
chance	pt	chance	f	
chance	ru			
chance	ar			
chance	hi			
chance	ja			
chance	zh			
chancellor	fr	chancelier	m	
chancellor	de			
chancellor	es			
chancellor	it	testa	f	
chancellor	pt	chanceler	m	
chancellor	ru			
chancellor	ar			
chancellor	hi			
chancellor	ja			
chancellor	zh			
change	fr	changement	m	
change	de			
change	es			
change	it	alterazione	f	
change	pt	mudança	f	
change	ru			
change	ar			
change	hi			
change	ja			
change	zh			
channel	fr	canal	m	
channel	de			
channel	es			
channel	it	passaggio	m	
channel	pt	canal	m	
channel	ru			
channel	ar			
channel	hi			
channel	ja			
channel	zh			
chapati	fr	chapati	m	
chapati	de			
chapati	es			
chapati	it	tutto	m	
chapati	pt	chapati	m	
chapati	ru			
chapati	ar			
chapati	hi			
chapati	ja			
chapati	zh			
chapel	fr	chapelle	f	
chapel	de			
chapel	es			
chapel	it	chiesa	f	
chapel	pt	capela	f	
chapel	ru			
chapel	ar			
chapel	hi			
chapel	ja			
chapel	zh			
chapter	fr	chapitre	m	
chapter	de			
chapter	es			
chapter	it	principale	m	
chapter	pt	capítulo	m	
chapter	ru			
chapter	ar			
chapter	hi			
chapter	ja			
chapter	zh			
character	fr	caractère	m	
character	de			
character	es			
character	it	conoscente	m	
character	pt	caráter	m	
character	ru			
character	ar			
character	hi			
character	ja			
character	zh			
characteristic	fr	caractéristique	f	
characteristic	de			
characteristic	es			
characteristic	it	caratteristica	f	
characteristic	pt	característica	f	
characteristic	ru			
characteristic	ar			
characteristic	hi			
characteristic	ja			
characteristic	zh			
charcoal	fr	charbon	m	
charcoal	de			
charcoal	es			
charcoal	it	legno	m	
charcoal	pt	carvão vegetal	m	
charcoal	ru			
charcoal	ar			
charcoal	hi			
charcoal	ja			
charcoal	zh			
charge	fr	charge	f	
charge	de			
charge	es			
charge	it	carica	f	
charge	pt	taxa	f	
charge	ru			
charge	ar			
charge	hi			
charge	ja			
charge	zh			
charity	fr	charité	f	
charity	de			
charity	es			
charity	it	charità	f	
charity	pt	caridade	f	
charity	ru			
charity	ar			
charity	hi			
charity	ja			
charity	zh			
charm	fr	charme	m	
charm	de			
charm	es			
charm	it	charm	m	
charm	pt	charme	m	
charm	ru			
charm	ar			
charm	hi			
charm	ja			
charm	zh			
chart	fr	graphique	m	
chart	de			
chart	es			
chart	it	chart	m	
chart	pt	gráfico	m	
chart	ru			
chart	ar			
chart	hi			
chart	ja			
chart	zh			
charter	fr	charte	f	
charter	de			
charter	es			
charter	it	charter	m	
charter	pt	carta	f	
charter	ru			
charter	ar			
charter	hi			
charter	ja			
charter	zh			
chase	fr	poursuite	f	
chase	de			
chase	es			
chase	it	chase	m	
chase	pt	perseguição	f	
chase	ru			
chase	ar			
chase	hi			
chase	ja			
chase	zh			
cheat	fr	tricheur	m	
cheat	de			
cheat	es			
cheat	it	cheat	m	
cheat	pt	trapaça	f	
cheat	ru			
cheat	ar			
cheat	hi			
cheat	ja			
cheat	zh			
check	fr	chèque	m	
check	de			
check	es			
check	it	controllo	m	
check	pt	verificação	f	
check	ru			
check	ar			
check	hi			
check	ja			
check	zh			
checkup	fr	examen	m	
checkup	de			
checkup	es			
checkup	it	esame	m	
checkup	pt	exame médico	m	
checkup	ru			
checkup	ar			
checkup	hi			
checkup	ja			
checkup	zh			
cheek	fr	joue	f	
cheek	de			
cheek	es			
cheek	it	lato	m	
cheek	pt	bochecha	f	
cheek	ru			
cheek	ar			
cheek	hi			
cheek	ja			
cheek	zh			
cheer	fr	acclamation	f	
cheer	de			
cheer	es			
cheer	it	grido	m	
cheer	pt	torcer	m	
cheer	ru			
cheer	ar			
cheer	hi			
cheer	ja			
cheer	zh			
cheese	fr	fromage	m	
cheese	de			
cheese	es			
cheese	it	prodotto	m	
cheese	pt	queijo	m	
cheese	ru			
cheese	ar			
cheese	hi			
cheese	ja			
cheese	zh			
chemical	fr	produit	m	
chemical	de			
chemical	es			
chemical	it	acido	m	
chemical	pt	químico	m	
chemical	ru			
chemical	ar			
chemical	hi			
chemical	ja			
chemical	zh			
chemist	fr	chimiste	m	
chemist	de			
chemist	es			
chemist	it	scienziato	m	
chemist	pt	químico	m	
chemist	ru			
chemist	ar			
chemist	hi			
chemist	ja			
chemist	zh			
chemistry	fr	chimie	f	
chemistry	de			
chemistry	es			
chemistry	it	materia	f	
chemistry	pt	química	f	
chemistry	ru			
chemistry	ar			
chemistry	hi			
chemistry	ja			
chemistry	zh			
cherry	fr	cerise	f	
cherry	de			
cherry	es			
cherry	it	rosso	m	
cherry	pt	cereja	f	
cherry	ru			
cherry	ar			
cherry	hi			
cherry	ja			
cherry	zh			
chess	fr	échecs	m	
chess	de			
chess	es			
chess	it	gioco	m	
chess	pt	xadrez	f	
chess	ru			
chess	ar			
chess	hi			
chess	ja			
chess	zh			
chest	fr	poitrine	f	
chest	de			
chest	es			
chest	it	cassa	f	
chest	pt	peito	m	
chest	ru			
chest	ar			
chest	hi			
chest	ja			
chest	zh			
chestnut	fr	châtaigne	f	
chestnut	de			
chestnut	es			
chestnut	it	cassa	f	
chestnut	pt	castanha	f	
chestnut	ru			
chestnut	ar			
chestnut	hi			
chestnut	ja			
chestnut	zh			
chew	fr	mastication	f	
chew	de			
chew	es			
chew	it	chew	m	
chew	pt	mastigar	m	
chew	ru			
chew	ar			
chew	hi			
chew	ja			
chew	zh			
chick	fr	poussin	m	
chick	de			
chick	es			
chick	it	chick	m	
chick	pt	pintinho	m	
chick	ru			
chick	ar			
chick	hi			
chick	ja			
chick	zh			
chicken	fr	poulet	m	
chicken	de			
chicken	es			
chicken	it	chicken	m	
chicken	pt	frango	m	
chicken	ru			
chicken	ar			
chicken	hi			
chicken	ja			
chicken	zh			
chickpea	fr	pois	m	
chickpea	de			
chickpea	es			
chickpea	it	seme	m	
chickpea	pt	grão-de-bico	m	
chickpea	ru			
chickpea	ar			
chickpea	hi			
chickpea	ja			
chickpea	zh			
chief	fr	chef	m	
chief	de			
chief	es			
chief	it	leader	m	
chief	pt	chefe	m	
chief	ru			
chief	ar			
chief	hi			
chief	ja			
chief	zh			
child	fr	enfant	m	
child	de			
child	es			
child	it	bambino	m	
child	pt	criança	f	
child	ru			
child	ar			
child	hi			
child	ja			
child	zh			
childhood	fr	enfance	f	
childhood	de			
childhood	es			
childhood	it	gioventù	f	
childhood	pt	infância	f	
childhood	ru			
childhood	ar			
childhood	hi			
childhood	ja			
childhood	zh			
chill	fr	froid	m	
chill	de			
chill	es			
chill	it	freddo	m	
chill	pt	frio	m	
chill	ru			
chill	ar			
chill	hi			
chill	ja			
chill	zh			
chime	fr	carillon	m	
chime	de			
chime	es			
chime	it	suono	m	
chime	pt	carrilhão	m	
chime	ru			
chime	ar			
chime	hi			
chime	ja			
chime	zh			
chin	fr	menton	m	
chin	de			
chin	es			
chin	it	mento	m	
chin	pt	queixo	m	
chin	ru			
chin	ar			
chin	hi			
chin	ja			
chin	zh			
China	fr	Chine	f	
China	de			
China	es			
China	it	china	f	
China	pt	China	f	
China	ru			
China	ar			
China	hi			
China	ja			
China	zh			
Chinese	fr	Chinois	m	
Chinese	de			
Chinese	es			
Chinese	it	chinese	m	
Chinese	pt	chinês	m	
Chinese	ru			
Chinese	ar			
Chinese	hi			
Chinese	ja			
Chinese	zh			
chip	fr	puce	f	
chip	de			
chip	es			
chip	it	frammento	m	
chip	pt	chip	m	
chip	ru			
chip	ar			
chip	hi			
chip	ja			
chip	zh			
chlorine	fr	chlore	m	
chlorine	de			
chlorine	es			
chlorine	it	elemento	m	
chlorine	pt	cloro	m	
chlorine	ru			
chlorine	ar			
chlorine	hi			
chlorine	ja			
chlorine	zh			
chocolate	fr	chocolat	m	
chocolate	de			
chocolate	es			
chocolate	it	marrone	m	
chocolate	pt	chocolate	m	
chocolate	ru			
chocolate	ar			
chocolate	hi			
chocolate	ja			
chocolate	zh			
choice	fr	choix	m	
choice	de			
choice	es			
choice	it	choice	m	
choice	pt	escolha	f	
choice	ru			
choice	ar			
choice	hi			
choice	ja			
choice	zh			
choir	fr	chœur	m	
choir	de			
choir	es			
choir	it	gruppo	m	
choir	pt	coro	m	
choir	ru			
choir	ar			
choir	hi			
choir	ja			
choir	zh			
choke	fr	starter	m	
choke	de			
choke	es			
choke	it	choke	m	
choke	pt	afogador	m	
choke	ru			
choke	ar			
choke	hi			
choke	ja			
choke	zh			
chop	fr	côtelette	f	
chop	de			
chop	es			
chop	it	chop	m	
chop	pt	costeleta	f	
chop	ru			
chop	ar			
chop	hi			
chop	ja			
chop	zh			
chord	fr	accord	m	
chord	de			
chord	es			
chord	it	combinazione	f	
chord	pt	acorde	m	
chord	ru			
chord	ar			
chord	hi			
chord	ja			
chord	zh			
chore	fr	corvée	f	
chore	de			
chore	es			
chore	it	routine	f	
chore	pt	tarefa doméstica	f	
chore	ru			
chore	ar			
chore	hi			
chore	ja			
chore	zh			
chorus	fr	chœur	m	
chorus	de			
chorus	es			
chorus	it	gruppo	m	
chorus	pt	coro	m	
chorus	ru			
chorus	ar			
chorus	hi			
chorus	ja			
chorus	zh			
christ	fr	christ	m	
christ	de			
christ	es			
christ	it	titolo	m	
christ	pt	cristo	m	
christ	ru			
christ	ar			
christ	hi			
christ	ja			
christ	zh			
christian	fr	chrétien	m	
christian	de			
christian	es			
christian	it	seguace	m	
christian	pt	cristão	m	
christian	ru			
christian	ar			
christian	hi			
christian	ja			
christian	zh			
christianity	fr	christianisme	m	
christianity	de			
christianity	es			
christianity	it	religione	f	
christianity	pt	cristianismo	m	
christianity	ru			
christianity	ar			
christianity	hi			
christianity	ja			
christianity	zh			
Christmas	fr	Noël	m	
Christmas	de			
Christmas	es			
Christmas	it	christmas	m	
Christmas	pt	natal	m	
Christmas	ru			
Christmas	ar			
Christmas	hi			
Christmas	ja			
Christmas	zh			
chromosome	fr	chromosome	m	
chromosome	de			
chromosome	es			
chromosome	it	struttura	f	
chromosome	pt	cromossomo	m	
chromosome	ru			
chromosome	ar			
chromosome	hi			
chromosome	ja			
chromosome	zh			
chronicle	fr	chronique	f	
chronicle	de			
chronicle	es			
chronicle	it	registro	m	
chronicle	pt	crônica	f	
chronicle	ru			
chronicle	ar			
chronicle	hi			
chronicle	ja			
chronicle	zh			
chuck	fr	mandrin	m	
chuck	de			
chuck	es			
chuck	it	mento	m	
chuck	pt	mandril	m	
chuck	ru			
chuck	ar			
chuck	hi			
chuck	ja			
chuck	zh			
chump	fr	imbécile	m	
chump	de			
chump	es			
chump	it	conoscente	m	
chump	pt	tolo	m	
chump	ru			
chump	ar			
chump	hi			
chump	ja			
chump	zh			
church	fr	église	f	
church	de			
church	es			
church	it	edificio	m	
church	pt	igreja	f	
church	ru			
church	ar			
church	hi			
church	ja			
church	zh			
cider	fr	cidre	m	
cider	de			
cider	es			
cider	it	bevanda	f	
cider	pt	sidra	f	
cider	ru			
cider	ar			
cider	hi			
cider	ja			
cider	zh			
cinema	fr	cinéma	m	
cinema	de			
cinema	es			
cinema	it	teatro	m	
cinema	pt	cinema	f	
