en	translation	gender	meaning_translation
elbow	codo	m	Articulación entre el antebrazo y la parte superior del brazo
election	elección	f	Proceso formal y organizado de elegir a una persona para un cargo político
electricity	electricidad	f	Forma de energía resultante de la existencia de partículas cargadas
electronics	electrónica	f	Rama de la física y tecnología relacionada con circuitos usando transistores
element	elemento	m	Parte fundamental o esencial de algo
elephant	elefante	m	Mamífero muy grande con trompa larga, orejas grandes y colmillos
elevator	ascensor	m	Plataforma alojada en un eje para elevar y bajar personas o cosas
elimination	eliminación	f	Remoción o destrucción completa de algo
email	correo	m	Mensajes distribuidos por medios electrónicos de un usuario de computadora a otro
emergency	emergencia	f	Situación seria, inesperada y a menudo peligrosa que requiere acción inmediata
emission	emisión	f	Producción y descarga de algo, especialmente gas o radiación
emotion	emoción	f	Estado mental natural e instintivo derivado de las circunstancias de uno
emperor	emperador	m	Gobernante soberano de gran poder y rango que gobierna un imperio
emphasis	énfasis	m	Importancia, valor o prominencia especial dada a algo
empire	imperio	m	Grupo extenso de estados o países bajo una sola autoridad suprema
employee	empleado	m	Persona empleada por salario, especialmente a nivel no ejecutivo
employer	empleador	m	Persona u organización que emplea personas
employment	empleo	m	Condición de tener trabajo remunerado
end	fin	m	Parte final de algo, especialmente un período de tiempo o una actividad
ending	final	m	Fin o parte final de algo
endowment	dotación	f	Acción de dotar algo o alguien
endurance	resistencia	f	Hecho o poder de soportar un proceso o situación difícil sin ceder
enemy	enemigo	m	Persona que se opone activamente o es hostil hacia alguien o algo
energy	energía	f	Fuerza y vitalidad requerida para actividad física o mental sostenida
enforcement	aplicación	f	Acto de obligar la observancia o cumplimiento de una ley o regla
engagement	compromiso	m	Acuerdo formal para casarse
engineer	ingeniero	m	Persona que diseña, construye o mantiene motores, máquinas u obras públicas
England	Inglaterra	f	País que es parte del Reino Unido
English	inglés	m	Idioma de Inglaterra ahora ampliamente usado en muchas variedades
enjoyment	disfrute	m	Estado o proceso de tomar placer en algo
enlargement	ampliación	f	Acción o estado de agrandar o ser agrandado
enlightenment	ilustración	f	Acción de iluminar
enrollment	inscripción	f	Acción de inscribirse o ser inscrito
ensemble	conjunto	m	Grupo de músicos, actores o bailarines que actúan juntos
entail	implicación	f	Algo que se requiere como acompañamiento o resultado necesario de algo más
enterprise	empresa	f	Proyecto o emprendimiento, típicamente uno que es difícil o requiere esfuerzo
entertainment	entretenimiento	m	Acción de proporcionar o ser proporcionado con diversión o disfrute
enthusiasm	entusiasmo	m	Disfrute, interés o aprobación intensa y ansiosa
entity	entidad	f	Cosa con existencia distinta e independiente
entrance	entrada	f	Abertura como puerta, pasaje o portón que permite acceso a un lugar
entry	entrada	f	Acto de entrar o venir
environment	ambiente	m	Entorno o condiciones en que vive u opera una persona, animal o planta
envy	envidia	f	Sentimiento de anhelo descontento o resentido despertado por las posesiones de otro
enzyme	enzima	f	Sustancia producida por un organismo vivo que actúa como catalizador
epidemic	epidemia	f	Ocurrencia generalizada de una enfermedad infecciosa en una comunidad
episode	episodio	m	Evento o grupo de eventos que ocurren como parte de una secuencia mayor
epoch	época	f	Período de tiempo en la historia marcado por eventos notables
equality	igualdad	f	Estado de ser igual, especialmente en estatus, derechos y oportunidades
equation	ecuación	f	Declaración de que los valores de dos expresiones matemáticas son iguales
equator	ecuador	m	Línea imaginaria trazada alrededor de la tierra equidistante de ambos polos
equipment	equipo	m	Artículos necesarios para un propósito particular
equity	equidad	f	Cualidad de ser justo e imparcial
eraser	borrador	m	Objeto usado para eliminar marcas de lápiz
erection	erección	f	Acción de erigir una estructura u objeto
error	error	m	Equivocación
eruption	erupción	f	Acto o instancia de entrar en erupción
escape	escape	m	Acto de liberarse de confinamiento o control
escort	escolta	f	Persona, vehículo o grupo que acompaña a otro para protección
essence	esencia	f	Naturaleza intrínseca o cualidad indispensable de algo
establishment	establecimiento	m	Acción de establecer algo o ser establecido
estate	finca	f	Área extensa de tierra en el campo con una casa grande
esteem	estima	f	Respeto y admiración, típicamente por una persona
estimate	estimación	f	Cálculo o juicio aproximado del valor, número, cantidad o extensión de algo
estimation	estimación	f	Proceso de formar un juicio aproximado del valor o calidad de algo
eternal	eterno	m	Algo que dura o existe para siempre
eternity	eternidad	f	Tiempo infinito o interminable
ethic	ética	f	Conjunto de principios morales
etiquette	etiqueta	f	Código consuetudinario de comportamiento cortés en la sociedad
euphemism	eufemismo	m	Palabra o expresión suave o indirecta sustituida por una considerada demasiado dura
euro	euro	m	Moneda europea única
Europe	Europa	f	Continente en el Hemisferio Norte
evacuation	evacuación	f	Acción de evacuar a una persona o un lugar
eve	víspera	f	Día o período de tiempo inmediatamente anterior a un evento u ocasión
evening	tarde	f	Período de tiempo al final del día
event	evento	m	Cosa que sucede, especialmente de importancia
evergreen	perenne	f	Planta que retiene hojas verdes durante todo el año
everlasting	eterno	m	Algo que dura para siempre o por mucho tiempo
evidence	evidencia	f	Conjunto de hechos o información disponible que indica si una creencia es verdadera
evil	maldad	f	Inmoralidad y maldad profunda
evolution	evolución	f	Proceso por el cual diferentes tipos de organismos vivos se han desarrollado
ex	ex	m	Antiguo esposo, esposa u otra pareja en una relación
exaggeration	exageración	f	Declaración que representa algo como mejor o peor de lo que realmente es
exam	examen	m	Prueba formal del conocimiento o competencia de una persona
examination	examen	m	Inspección o investigación detallada
example	ejemplo	m	Cosa característica de su tipo o que ilustra una regla general
exception	excepción	f	Persona o cosa que es excluida de una declaración general
excess	exceso	m	Cantidad de algo que es más de lo necesario, permitido o deseable
exchange	intercambio	m	Acto de dar una cosa y recibir otra a cambio
excitement	emoción	f	Sentimiento de gran entusiasmo y ansia
exclamation	exclamación	f	Grito o comentario repentino
excursion	excursión	f	Viaje o viaje corto
excuse	excusa	f	Razón o explicación presentada para defender o justificar una falta
execution	ejecución	f	Realización o puesta en efecto de un plan, orden o curso de acción
executive	ejecutivo	m	Persona con responsabilidad gerencial senior en una organización empresarial
exemption	exención	f	Proceso de liberar o estado de estar libre de una obligación
exercise	ejercicio	m	Actividad que requiere esfuerzo físico realizada para mantener o mejorar la salud
exertion	esfuerzo	m	Esfuerzo físico o mental
exhaust	escape	m	Gases de desecho o aire expulsado de un motor o máquina
exhibition	exposición	f	Exhibición pública de obras de arte o artículos de interés
exile	exilio	m	Estado de estar excluido del país nativo de uno
existence	existencia	f	Hecho o estado de vivir o tener realidad objetiva
exodus	éxodo	m	Salida masiva de personas
expanse	extensión	f	Área amplia y continua de algo
expansion	expansión	f	Acción de volverse más grande o más extenso
expectation	expectativa	f	Creencia fuerte de que algo sucederá o será el caso en el futuro
expedition	expedición	f	Viaje emprendido por un grupo de personas con un propósito particular
expenditure	gasto	m	Acción de gastar fondos
expense	gasto	m	Costo requerido para algo
experience	experiencia	f	Contacto práctico con y observación de hechos o eventos
experiment	experimento	m	Procedimiento científico realizado para hacer un descubrimiento
expert	experto	m	Persona que tiene conocimiento integral y autorizado de un área particular
explanation	explicación	f	Declaración o relato que hace algo claro
explosion	explosión	f	Estallido o fragmentación violenta y destructiva de algo
export	exportación	f	Venta y envío de bienes o servicios a otro país
exposition	exposición	f	Descripción y explicación integral de una idea o teoría
exposure	exposición	f	Estado de estar expuesto al contacto con algo
express	expreso	m	Tren u otro vehículo que viaja a alta velocidad con pocas paradas intermedias
expression	expresión	f	Proceso de dar a conocer los pensamientos o sentimientos de uno
extension	extensión	f	Parte que se agrega a algo para ampliarlo o prolongarlo
extent	extensión	f	Área cubierta por algo
exterior	exterior	m	Superficie o estructura exterior de algo
extinction	extinción	f	Estado o proceso de que una especie se extinga
extract	extracto	m	Preparación que contiene el ingrediente activo de una sustancia en forma concentrada
extraction	extracción	f	Acción de sacar algo, especialmente usando esfuerzo o fuerza
extravagance	extravagancia	f	Falta de moderación en el gasto de dinero o uso de recursos
extreme	extremo	m	Grado más alto o más intenso de algo
extremist	extremista	m	Persona que tiene opiniones políticas o religiosas extremas o fanáticas
eye	ojo	m	Órgano de la vista en humanos y animales vertebrados
fable	fábula	f	Historia corta con animales como personajes que transmite una moraleja
fabric	tela	f	Paño u otro material producido tejiendo o tejiendo fibras
face	cara	f	Parte frontal de la cabeza de una persona desde la frente hasta el mentón
facility	instalación	f	Lugar, servicio o equipo proporcionado para un propósito particular
facing	revestimiento	m	Capa exterior que cubre la superficie de una pared
facsimile	facsímil	m	Copia exacta, especialmente de material escrito o impreso
fact	hecho	m	Cosa que se sabe o se demuestra que es verdad
faction	facción	f	Pequeño grupo disidente organizado dentro de uno más grande
factor	factor	m	Circunstancia, hecho o influencia que contribuye a un resultado
factory	fábrica	f	Edificio donde se fabrican o ensamblan bienes principalmente por máquina
failure	fracaso	m	Falta de éxito
fair	feria	f	Reunión de puestos y atracciones para entretenimiento público
fairness	justicia	f	Tratamiento o comportamiento imparcial y justo sin favoritismo
fairy	hada	f	Ser imaginario pequeño de forma humana que tiene poderes mágicos
faith	fe	f	Confianza o seguridad completa en alguien o algo
fake	falsificación	f	Cosa que no es genuina
falcon	halcón	m	Ave de presa diurna con alas largas y puntiagudas y pico dentado
fall	otoño	m	Estación después del verano y antes del invierno
falsehood	falsedad	f	Estado de no ser verdadero
fame	fama	f	Estado de ser conocido o mencionado por muchas personas
familiarity	familiaridad	f	Conocimiento cercano o familiaridad con algo
family	familia	f	Grupo que consiste en padres e hijos que viven juntos en un hogar
famine	hambruna	f	Escasez extrema de alimentos
fan	ventilador	m	Aparato con aspas giratorias que crea corriente de aire para enfriamiento
fancy	fantasía	f	Facultad de la imaginación
fantasy	fantasía	f	Facultad o actividad de imaginar cosas imposibles o improbables
fare	tarifa	f	Dinero que un pasajero en transporte público tiene que pagar
farewell	despedida	f	Acto de separarse o marcar la partida de alguien
farm	granja	f	Área de tierra y sus edificios usados para cultivar y criar animales
farmer	agricultor	m	Persona que posee o administra una granja
farmhand	peón	m	Persona que trabaja en una granja
farmhouse	casa	f	Casa adjunta a una granja
farming	agricultura	f	Actividad o negocio de cultivar y criar ganado
farmland	tierra	f	Tierra usada para agricultura
fascination	fascinación	f	Poder de fascinar a alguien
fascism	fascismo	m	Sistema autoritario y nacionalista de gobierno y organización social
fashion	moda	f	Tendencia popular, especialmente en estilos de vestir
fat	grasa	f	Sustancia aceitosa o grasosa natural que ocurre en cuerpos animales
fatality	fatalidad	f	Ocurrencia de muerte por accidente, guerra o enfermedad
fate	destino	m	Desarrollo de eventos más allá del control de una persona
father	padre	m	Hombre en relación con su hijo o hijos
fatigue	fatiga	f	Cansancio extremo resultante de esfuerzo mental o físico
fault	falla	f	Característica poco atractiva o insatisfactoria
favor	favor	m	Acto de bondad más allá de lo debido o usual
favorite	favorito	m	Persona o cosa que es especialmente popular o particularmente bien apreciada
fear	miedo	m	Emoción desagradable causada por la creencia de que alguien o algo es peligroso
feast	festín	m	Comida grande, típicamente en celebración de algo
feather	pluma	f	Cualquiera de los apéndices planos que crecen de la piel de un ave
feature	característica	f	Atributo o aspecto distintivo de algo
February	febrero	m	Segundo mes del año
federation	federación	f	Grupo de estados con un gobierno central pero independencia en asuntos internos
fee	tarifa	f	Pago hecho a una persona profesional o a un organismo profesional o público
feed	pienso	m	Alimento para ganado doméstico
feedback	retroalimentación	f	Información sobre reacciones a un producto o desempeño de una persona
feel	sensación	f	Sensación dada por un objeto o material cuando se toca
feeling	sentimiento	m	Estado emocional o reacción
fellow	compañero	m	Hombre o muchacho
fellowship	compañerismo	m	Asociación amistosa, especialmente con personas que comparten intereses
felony	delito	m	Crimen grave, típicamente uno que involucra violencia
fence	cerca	f	Barrera, barandilla u otra estructura vertical que encierra un área de terreno
ferment	fermento	m	Agitación y excitación entre un grupo de personas
fern	helecho	m	Planta sin flores que tiene frondas plumosas o frondosas
fertilizer	fertilizante	m	Sustancia química o natural añadida al suelo para aumentar su fertilidad
festival	festival	m	Día o período de celebración
festivity	festividad	f	Celebración de algo de manera alegre y exuberante
fever	fiebre	f	Temperatura corporal anormalmente alta
fiber	fibra	f	Hilo o filamento del cual se forma un tejido vegetal o textil
fiction	ficción	f	Literatura en forma de prosa que describe eventos e individuos imaginarios
fidelity	fidelidad	f	Fidelidad a una persona, causa o creencia
field	campo	m	Área de tierra abierta, especialmente plantada con cultivos o pasto
fifteen	quince	m	Número equivalente al producto de tres y cinco
fifteenth	decimoquinto	m	Que constituye el número quince en una secuencia
fifth	quinto	m	Que constituye el número cinco en una secuencia
fiftieth	quincuagésimo	m	Que constituye el número cincuenta en una secuencia
fifty	cincuenta	m	Número equivalente al producto de cinco y diez
fig	higo	m	Fruta en forma de pera con carne oscura dulce y muchas semillas pequeñas
fight	pelea	f	Confrontación o lucha violenta
fighter	luchador	m	Persona o animal que lucha
figure	figura	f	Número, especialmente uno que forma parte de estadísticas oficiales
fill	relleno	m	Cantidad de algo que es tanto como uno quiere
film	película	f	Tira delgada y flexible de plástico u otro material recubierto con emulsión
finance	finanza	f	Gestión de grandes cantidades de dinero
fine	multa	f	Suma de dinero exigida como penalización por un tribunal de justicia
finger	dedo	m	Cada una de las cuatro partes delgadas y articuladas unidas a cada mano
finish	final	m	Fin o parte o etapa final de algo
fir	abeto	m	Árbol conífero de hoja perenne con conos erectos y hojas en forma de aguja
fire	fuego	m	Combustión o quema en la que las sustancias se combinan químicamente con oxígeno
firework	pirotecnia	f	Dispositivo que contiene pólvora y otros químicos combustibles
firm	firma	f	Empresa comercial, especialmente una que involucra una asociación
first	primero	m	Que viene antes que todos los demás en tiempo u orden
fish	pez	m	Animal vertebrado de sangre fría sin extremidades con branquias y aletas
fishery	pesquería	f	Lugar donde se crían peces con fines comerciales
fishing	pesca	f	Actividad de pescar, ya sea para alimento o como deporte
fist	puño	m	Mano de una persona cuando los dedos están doblados hacia la palma
fit	ajuste	m	La forma particular en que algo encaja
fitness	condición física	f	El estado de estar físicamente en forma y saludable
five	cinco	m	El número equivalente a la suma de dos y tres
fix	solución	f	Una solución a un problema
flag	bandera	f	Una pieza de tela usada como símbolo de un país
flair	talento	m	Una aptitud especial o instintiva para hacer algo bien
flame	llama	f	Un cuerpo caliente e incandescente de gas generado por algo en fuego
flap	solapa	f	Una pieza de algo delgado, con bisagra o unida solo por un lado
flare	bengala	f	Una explosión súbita y breve de llama o luz brillante
flash	destello	m	Una explosión súbita y breve de luz brillante
flat	apartamento	m	Un conjunto de habitaciones que forman una residencia individual
flavor	sabor	m	La calidad distintiva de un alimento o bebida
flavoring	aromatizante	m	Una sustancia usada para dar un sabor diferente o más agradable
flea	pulga	f	Un pequeño insecto saltador sin alas que se alimenta de sangre
flesh	carne	f	La sustancia blanda que consiste en músculo y grasa
flextime	horario flexible	m	Un sistema de trabajo con horario flexible
flick	movimiento	m	Un movimiento repentino y brusco
flicker	parpadeo	m	Un movimiento inestable de una llama o luz
flight	vuelo	m	La acción o proceso de volar por el aire
fling	aventura	f	Un período corto de disfrute o comportamiento salvaje
flint	pedernal	m	Una roca gris dura que consiste en sílice casi puro
flock	bandada	f	Un número de aves de un tipo alimentándose o viajando juntas
flood	inundación	f	Un desbordamiento de una gran cantidad de agua
floor	piso	m	La superficie inferior de una habitación sobre la cual se puede caminar
flop	fracaso	m	Un fracaso total
flour	harina	f	Un polvo obtenido moliendo granos
flow	flujo	m	La acción o hecho de moverse en una corriente continua
flower	flor	f	La parte de una planta que contiene semillas
fluid	fluido	m	Una sustancia que no tiene forma fija
flurry	ráfaga	f	Una pequeña masa arremolinada de algo
flush	rubor	m	Un enrojecimiento de la cara o piel
flute	flauta	f	Un instrumento de viento hecho de un tubo con agujeros
flutter	aleteo	m	Un movimiento rápido, ligero e irregular
flux	flujo	m	La acción o proceso de fluir
fly	mosca	f	Un insecto volador caracterizado por un par de alas transparentes
focus	enfoque	m	El centro de interés o actividad
fodder	forraje	m	Alimento para ganado y otros animales de granja
fog	niebla	f	Una nube espesa de gotas de agua suspendidas en la atmósfera
foil	papel de aluminio	m	Metal martillado en lámina delgada y flexible
fold	pliegue	m	Una forma producida por el drapeado suave de una prenda
folk	gente	f	Personas
folly	locura	f	Falta de buen juicio
food	alimento	m	Cualquier sustancia nutritiva que las personas o animales comen
fool	tonto	m	Una persona que actúa imprudentemente
foot	pie	m	La extremidad inferior de la pierna debajo del tobillo
football	fútbol americano	m	Una forma de juego de equipo jugado en América del Norte
force	fuerza	f	Fuerza o energía como atributo de acción física
fore	proa	f	Situado o colocado en frente
forefront	vanguardia	f	La posición o lugar más importante
foreground	primer plano	m	La parte de una vista más cercana al observador
forehead	frente	f	La parte de la cara sobre las cejas
foreigner	extranjero	m	Una persona nacida en o proveniente de otro país
foresight	previsión	f	La capacidad de predecir lo que sucederá en el futuro
forest	bosque	m	Un área grande cubierta principalmente con árboles
fork	tenedor	m	Un utensilio con dos o más puntas usado para levantar comida
form	formulario	m	La forma visible o configuración de algo
formality	formalidad	f	La observancia rígida de reglas de convención
formation	formación	f	La acción de formar o proceso de ser formado
formula	fórmula	f	Una relación matemática o regla expresada en símbolos
formulation	formulación	f	La acción de crear o preparar algo
fort	fuerte	m	Un edificio fortificado o posición estratégica
forth	avance	m	Movimiento hacia adelante
fortieth	cuadragésimo	m	Que constituye el número cuarenta en una secuencia
fortune	fortuna	f	Suerte o azar como fuerza externa
forty	cuarenta	m	El número equivalente al producto de cuatro y diez
fossil	fósil	m	Los restos de un organismo prehistórico preservado en roca
foster	padre de acogida	m	Una persona que proporciona cuidado temporal para un niño
foul	falta	f	Una jugada injusta o inválida
foundation	fundación	f	La parte más baja de un edificio que soporta carga
four	cuatro	m	El número equivalente al producto de dos y dos
fourteen	catorce	m	El número equivalente al producto de siete y dos
fourteenth	decimocuarto	m	Que constituye el número catorce en una secuencia
fourth	cuarto	m	Que constituye el número cuatro en una secuencia
fowl	ave de corral	f	Un ave de un tipo criado por sus huevos o carne
fox	zorro	m	Un mamífero carnívoro de la familia de los perros
fraction	fracción	f	Una cantidad numérica que no es un número entero
fracture	fractura	f	La rotura o agrietamiento de un objeto duro
frame	marco	m	Una estructura rígida que rodea o encierra algo
franchise	franquicia	f	Una autorización otorgada por un gobierno o empresa
frank	franco	m	Un miembro de un pueblo germánico que conquistó la Galia
fraternity	fraternidad	f	Un grupo de personas que comparten una profesión común
fraud	fraude	m	Engaño criminal o ilícito destinado a obtener ganancias
fray	desgaste	m	Una situación de intensa actividad competitiva
freak	fenómeno	m	Un evento o situación muy inusual e inesperado
freebie	obsequio	m	Una cosa dada sin cargo
freedom	libertad	f	El poder o derecho de actuar, hablar o pensar como uno quiere
freeze	congelación	f	Un acto de mantener o ser mantenido en un estado fijo
freight	carga	f	Mercancías transportadas a granel
French	francés	m	El idioma de Francia
frequency	frecuencia	f	La tasa a la cual algo ocurre o se repite
fret	traste	m	Un elemento metálico en la guitarra
Friday	viernes	m	El día de la semana antes del sábado
friend	amigo	m	Una persona con quien uno tiene un vínculo de afecto mutuo
friendship	amistad	f	Las emociones o conducta de amigos
fright	susto	m	Un sentimiento repentino e intenso de miedo
frill	volante	m	Una tira de material fruncido o plisado cosido como adorno
front	frente	m	El lado o parte de un objeto que se presenta a la vista
fruit	fruta	f	El producto dulce y carnoso de un árbol u otra planta
fuel	combustible	m	Material como carbón, gas o petróleo que se quema
fun	diversión	f	Disfrute, entretenimiento o placer alegre
fund	fondo	m	Una suma de dinero ahorrada o disponible para un propósito particular
funeral	funeral	m	Una ceremonia celebrada poco después de la muerte de una persona
future	futuro	m	El tiempo o período de tiempo que sigue al momento de hablar
gain	ganancia	f	Un aumento en riqueza o recursos
game	juego	m	Una forma de juego o deporte
garage	garaje	m	Un edificio o cobertizo para albergar un vehículo motor
garden	jardín	m	Un pedazo de tierra junto a una casa usado para cultivar flores
gas	gas	m	Una sustancia o materia en estado gaseoso
gate	puerta	f	Una barrera con bisagras usada para cerrar una abertura
gear	equipo	m	Una rueda dentada que funciona con otras
gender	género	m	Cualquiera de los dos sexos
generation	generación	f	Todas las personas nacidas y viviendo aproximadamente al mismo tiempo
gift	regalo	m	Una cosa dada voluntariamente a alguien sin pago
girl	niña	f	Niña
glass	vidrio	m	Una sustancia dura y frágil, típicamente transparente
goal	meta	f	El objeto de la ambición o esfuerzo de una persona
god	dios	m	Un ser sobrehumano o espíritu adorado como deidad
gold	oro	m	Un metal precioso amarillo
golf	golf	m	Un juego jugado en un campo abierto al aire libre
government	gobierno	m	El cuerpo gobernante de una nación, estado o comunidad
grade	calificación	f	Un nivel particular de rango, calidad o valor
grandfather	abuelo	m	El padre del padre o madre de uno
grandmother	abuela	f	La madre del padre o madre de uno
grant	subvención	f	Una suma de dinero otorgada por una organización
grass	hierba	f	Vegetación que consiste en plantas típicamente cortas con hojas largas
ground	suelo	m	La superficie sólida de la tierra
group	grupo	m	Un número de personas o cosas ubicadas juntas
growth	crecimiento	m	El proceso de aumentar en tamaño físico
guard	guardia	m	Una persona que vigila
guess	suposición	f	Una estimación hecha sin información suficiente
guest	invitado	m	Una persona invitada a visitar el hogar de otra
guide	guía	m	Una persona que aconseja o muestra el camino
guilt	culpa	f	El hecho de haber cometido una ofensa
habit	hábito	m	Una tendencia o práctica establecida o regular
hair	cabello	m	Cualquiera de las hebras finas que crecen de la piel
half	mitad	f	Cualquiera de dos partes iguales o correspondientes
hall	vestíbulo	m	La habitación o espacio justo dentro de la entrada principal
hand	mano	f	La parte final del brazo de una persona más allá de la muñeca
handle	asa	f	La parte por la cual algo se sostiene, lleva o controla
happiness	felicidad	f	El estado de ser feliz
harm	daño	m	Lesión física, especialmente la que se inflige deliberadamente
hat	sombrero	m	Una cubierta con forma para la cabeza
hate	odio	m	Antipatía intensa o apasionada
head	cabeza	f	La parte superior del cuerpo humano
health	salud	f	El estado de estar libre de enfermedad o lesión
hearing	audición	f	La facultad de percibir sonidos
heart	corazón	m	Un órgano muscular hueco que bombea la sangre
heat	calor	m	La calidad de estar caliente
heaven	cielo	m	Un lugar considerado como la morada de Dios
height	altura	f	La medida desde la base hasta la parte superior
hell	infierno	m	Un lugar considerado en varias religiones como reino del mal
help	ayuda	f	La acción de ayudar a alguien a hacer algo
hero	héroe	m	Una persona admirada por su coraje o logros destacados
hill	colina	f	Un área de tierra naturalmente elevada
hint	indirecta	f	Una indicación o sugerencia leve o indirecta
history	historia	f	El estudio de eventos pasados
hobby	pasatiempo	m	Una actividad realizada regularmente en el tiempo libre
hold	agarre	m	Agarre
hole	agujero	m	Un lugar hueco en un cuerpo o superficie sólida
holiday	vacaciones	f	Un período prolongado de ocio y recreación
home	hogar	m	El lugar donde uno vive permanentemente
honey	miel	f	Un fluido amarillo-marrón dulce y pegajoso hecho por las abejas
honor	honor	m	Gran respeto o estima alta
hope	esperanza	f	Un sentimiento de expectativa y deseo
horror	horror	m	Un sentimiento intenso de miedo, conmoción o disgusto
horse	caballo	m	Un mamífero doméstico grande que come plantas
hospital	hospital	m	Una institución que proporciona tratamiento médico
host	anfitrión	m	Una persona que recibe o entretiene a otras personas como invitados
hotel	hotel	m	Un establecimiento que proporciona alojamiento
hour	hora	f	Un período de tiempo igual a la veinticuatroava parte de un día
house	casa	f	Un edificio para habitación humana
housing	vivienda	f	Casas y apartamentos considerados colectivamente
human	humano	m	Un miembro de la especie Homo sapiens
humor	humor	m	La calidad de ser divertido o cómico
hunger	hambre	f	Una sensación de incomodidad causada por falta de alimento
hunt	cacería	f	Un acto de cazar animales salvajes
hurt	dolor	m	Dolor o lesión física
husband	esposo	m	Un hombre casado considerado en relación con su cónyuge
ice	hielo	m	Agua congelada, un sólido cristalino transparente
idea	idea	f	Un pensamiento o sugerencia sobre un posible curso de acción
identity	identidad	f	El hecho de ser quién o qué es una persona o cosa
ideology	ideología	f	Un sistema de ideas e ideales
illness	enfermedad	f	Una enfermedad o período de malestar
imagination	imaginación	f	La facultad de formar nuevas ideas o imágenes
impact	impacto	m	La acción de un objeto que entra en contacto con otro
implication	implicación	f	La conclusión que se puede extraer de algo
import	importación	f	La introducción de bienes o servicios en un país
importance	importancia	f	El estado de ser de gran significado o valor
impression	impresión	f	Una idea, sentimiento u opinión sobre algo o alguien
improvement	mejora	f	Un ejemplo o instancia de mejorar o ser mejorado
inch	pulgada	f	Una unidad de medida lineal igual a una doceava parte de un pie
income	ingreso	m	Dinero recibido, especialmente regularmente
increase	aumento	m	Un incremento en el tamaño, cantidad o grado de algo
independence	independencia	f	El hecho o estado de ser independiente
indication	indicación	f	Un signo o información que indica algo
individual	individuo	m	Un solo ser humano distinto de un grupo
industry	industria	f	Actividad económica relacionada con el procesamiento de materias primas
infection	infección	f	El proceso de infectar o el estado de estar infectado
inflation	inflación	f	La acción de inflar algo
influence	influencia	f	La capacidad de tener un efecto sobre el carácter
information	información	f	Hechos proporcionados o aprendidos sobre algo o alguien
initiative	iniciativa	f	La capacidad de evaluar e iniciar cosas independientemente
injury	lesión	f	Una instancia de estar lesionado
innovation	innovación	f	La acción o proceso de innovar
inquiry	investigación	f	Un acto de pedir información
insect	insecto	m	Un animal artrópodo pequeño que tiene seis patas
inspiration	inspiración	f	El proceso de ser estimulado mentalmente
installation	instalación	f	La acción o proceso de instalar algo
instance	instancia	f	Un ejemplo u ocurrencia única de algo
institution	institución	f	Una organización fundada para un propósito religioso
instruction	instrucción	f	Una dirección u orden que indica a alguien qué hacer
insurance	seguro	m	Un acuerdo por el cual una empresa garantiza compensación
intelligence	inteligencia	f	La capacidad de adquirir y aplicar conocimientos
intention	intención	f	Una cosa prevista
interest	interés	m	El estado de querer saber o aprender sobre algo
interior	interior	m	La parte interior o interna de algo
interpretation	interpretación	f	La acción de explicar el significado de algo
interview	entrevista	f	Una reunión de personas cara a cara
introduction	introducción	f	La acción de introducir algo
invasion	invasión	f	Una instancia de invadir un país o región
investment	inversión	f	La acción o proceso de invertir dinero
invitation	invitación	f	Una solicitud escrita o verbal invitando a alguien
involvement	participación	f	El hecho o condición de estar involucrado
iron	hierro	m	Un metal fuerte, duro, magnético de color gris plateado
island	isla	f	Un pedazo de tierra rodeado de agua
issue	asunto	m	Un tema o problema importante para debate
Italy	Italia	f	Un país en el sur de Europa
itch	picazón	f	Una sensación incómoda en la piel que causa deseo de rascarse
ivory	marfil	m	Una sustancia blanca cremosa dura que compone los colmillos
ivy	hiedra	f	Una planta trepadora leñosa de hoja perenne
jack	gato	m	Dispositivo para levantar
jacket	chaqueta	f	Prenda exterior que llega a la cintura o caderas
jail	cárcel	f	Lugar de confinamiento para personas acusadas o condenadas
jam	mermelada	f	Conserva dulce espesa hecha de fruta y azúcar
January	enero	m	Primer mes del año en el calendario gregoriano
Japan	Japón	m	País insular en Asia Oriental
Japanese	japonés	m	Nativo o nacional de Japón
jar	tarro	m	Recipiente cilíndrico de boca ancha hecho de vidrio
jaw	mandíbula	f	Uno de los dos huesos que forman la estructura de la boca
jazz	jazz	m	Tipo de música caracterizado por improvisación
jealousy	celos	m	Estado de resentimiento hacia alguien por su éxito
jeans	vaqueros	m	Pantalones hechos de tela vaquera
jelly	gelatina	f	Alimento semisólido hecho de jugo de fruta
jellyfish	medusa	f	Animal marino con cuerpo gelatinoso en forma de campana
jerk	tirón	m	Movimiento rápido y repentino
jesus	Jesús	m	Figura central del cristianismo
jewel	joya	f	Piedra preciosa usada para ornamentación
jewelry	joyería	f	Adornos personales hechos de metales preciosos
job	trabajo	m	Posición remunerada de empleo regular
jock	deportista	m	Atleta entusiasta o fanático del deporte
jogging	trote	m	Actividad de correr a paso lento como ejercicio
john	Juan	m	Nombre común masculino
jot	apunte	m	Cantidad muy pequeña o momento breve
journal	diario	m	Registro diario de noticias y eventos
journalism	periodismo	m	Actividad o profesión de escribir para periódicos
journalist	periodista	m	Persona que escribe noticias para periódicos
journey	viaje	m	Acto de viajar de un lugar a otro
joy	alegría	f	Sentimiento de gran placer y felicidad
judge	juez	m	Funcionario público designado para decidir casos
judgement	juicio	m	Capacidad de tomar decisiones consideradas
